"Sex","Race/Ethnicity","Age Group","First Year","Last Year","Cause of Injury","Age in Years","Year","Injuries","Population","records","cv"
"F","H","All","2001","2017","Assault Other Specified","20","2015","0","431,824",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2015","0","145,780",".","0"
"F","A","All","2001","2017","Assault Other Specified","20","2016","271","2,088,736","3","0.687"
"F","W","All","2001","2017","Assault Other Specified","20","2016","0","1,163,679",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2016","0","343,164",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2016","0","432,512",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2016","0","149,381",".","0"
"F","N","All","2001","2017","Assault Other Specified","20","2016","271",".","3","0.687"
"F","A","All","2001","2017","Assault Other Specified","20","2017","121","2,089,336","1","1"
"F","W","All","2001","2017","Assault Other Specified","20","2017","0","1,154,722",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2017","0","344,915",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2017","0","437,980",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2017","0","151,719",".","0"
"F","N","All","2001","2017","Assault Other Specified","20","2017","121",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","21","2001","119","2,025,446","1","1"
"F","W","All","2001","2017","Assault Other Specified","21","2001","0","1,274,486",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2001","119","318,775","1","1"
"F","H","All","2001","2017","Assault Other Specified","21","2001","0","313,456",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2001","0","118,729",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2002","142","2,051,942","2","0.855"
"F","W","All","2001","2017","Assault Other Specified","21","2002","23","1,289,187","1","1"
"F","B","All","2001","2017","Assault Other Specified","21","2002","120","318,735","1","1"
"F","H","All","2001","2017","Assault Other Specified","21","2002","0","320,043",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2002","0","123,977",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2003","50","2,031,746","2","0.677"
"F","W","All","2001","2017","Assault Other Specified","21","2003","25","1,264,903","1","1"
"F","B","All","2001","2017","Assault Other Specified","21","2003","25","314,753","1","1"
"F","H","All","2001","2017","Assault Other Specified","21","2003","0","327,587",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2003","0","124,503",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2004","268","2,024,168","3","0.688"
"F","W","All","2001","2017","Assault Other Specified","21","2004","244","1,257,695","2","0.747"
"F","B","All","2001","2017","Assault Other Specified","21","2004","0","312,073",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2004","23","329,130","1","1"
"F","O","All","2001","2017","Assault Other Specified","21","2004","0","125,270",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2005","125","2,011,168","2","0.836"
"F","W","All","2001","2017","Assault Other Specified","21","2005","102","1,242,854","1","1"
"F","B","All","2001","2017","Assault Other Specified","21","2005","0","312,749",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2005","0","328,879",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2005","0","126,686",".","0"
"F","N","All","2001","2017","Assault Other Specified","21","2005","23",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","21","2006","130","2,067,384","3","0.691"
"F","W","All","2001","2017","Assault Other Specified","21","2006","130","1,274,162","3","0.691"
"F","B","All","2001","2017","Assault Other Specified","21","2006","0","323,441",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2006","0","340,383",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2006","0","129,398",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2007","256","2,072,600","2","0.708"
"F","W","All","2001","2017","Assault Other Specified","21","2007","0","1,264,947",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2007","0","328,548",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2007","0","347,143",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2007","0","131,962",".","0"
"F","N","All","2001","2017","Assault Other Specified","21","2007","256",".","2","0.708"
"F","A","All","2001","2017","Assault Other Specified","21","2008","21","2,075,396","1","1"
"F","W","All","2001","2017","Assault Other Specified","21","2008","0","1,250,601",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2008","21","333,980","1","1"
"F","H","All","2001","2017","Assault Other Specified","21","2008","0","357,318",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2008","0","133,497",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2009","0","2,106,392",".","0"
"F","W","All","2001","2017","Assault Other Specified","21","2009","0","1,252,223",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2009","0","344,642",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2009","0","370,028",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2009","0","139,499",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2010","23","2,131,096","1","1"
"F","W","All","2001","2017","Assault Other Specified","21","2010","0","1,255,814",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2010","0","353,872",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2010","23","377,252","1","1"
"F","O","All","2001","2017","Assault Other Specified","21","2010","0","144,158",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2011","0","2,250,040",".","0"
"F","W","All","2001","2017","Assault Other Specified","21","2011","0","1,307,088",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2011","0","384,767",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2011","0","408,158",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2011","0","150,027",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2012","114","2,263,465","1","1"
"F","W","All","2001","2017","Assault Other Specified","21","2012","114","1,299,937","1","1"
"F","B","All","2001","2017","Assault Other Specified","21","2012","0","391,087",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2012","0","420,704",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2012","0","151,737",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2013","0","2,224,206",".","0"
"F","W","All","2001","2017","Assault Other Specified","21","2013","0","1,258,431",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2013","0","385,661",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2013","0","431,497",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2013","0","148,617",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2014","0","2,174,209",".","0"
"F","W","All","2001","2017","Assault Other Specified","21","2014","0","1,218,757",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2014","0","377,825",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2014","0","430,120",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2014","0","147,507",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2015","169","2,160,567","2","0.632"
"F","W","All","2001","2017","Assault Other Specified","21","2015","85","1,203,053","1","1"
"F","B","All","2001","2017","Assault Other Specified","21","2015","0","372,098",".","0"
"F","H","All","2001","2017","Assault Other Specified","21","2015","0","435,179",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2015","0","150,237",".","0"
"F","N","All","2001","2017","Assault Other Specified","21","2015","85",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","21","2016","26","2,133,231","1","1"
"F","W","All","2001","2017","Assault Other Specified","21","2016","0","1,185,084",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2016","26","358,457","1","1"
"F","H","All","2001","2017","Assault Other Specified","21","2016","0","436,766",".","0"
"F","O","All","2001","2017","Assault Other Specified","21","2016","0","152,924",".","0"
"F","A","All","2001","2017","Assault Other Specified","21","2017","222","2,104,329","4","0.52"
"F","W","All","2001","2017","Assault Other Specified","21","2017","0","1,165,093",".","0"
"F","B","All","2001","2017","Assault Other Specified","21","2017","24","345,382","1","1"
"F","H","All","2001","2017","Assault Other Specified","21","2017","22","437,486","1","1"
"F","O","All","2001","2017","Assault Other Specified","21","2017","0","156,368",".","0"
"F","N","All","2001","2017","Assault Other Specified","21","2017","176",".","2","0.631"
"F","A","All","2001","2017","Assault Other Specified","22","2001","0","1,916,731",".","0"
"F","W","All","2001","2017","Assault Other Specified","22","2001","0","1,201,281",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2001","0","299,661",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2001","0","300,144",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2001","0","115,645",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2002","172","2,036,887","5","0.63"
"F","W","All","2001","2017","Assault Other Specified","22","2002","107","1,269,782","2","0.815"
"F","B","All","2001","2017","Assault Other Specified","22","2002","21","318,154","1","1"
"F","H","All","2001","2017","Assault Other Specified","22","2002","0","324,263",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2002","0","124,688",".","0"
"F","N","All","2001","2017","Assault Other Specified","22","2002","44",".","2","0.681"
"F","A","All","2001","2017","Assault Other Specified","22","2003","172","2,057,360","3","0.734"
"F","W","All","2001","2017","Assault Other Specified","22","2003","146","1,282,009","2","0.846"
"F","B","All","2001","2017","Assault Other Specified","22","2003","25","316,630","1","1"
"F","H","All","2001","2017","Assault Other Specified","22","2003","0","329,647",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2003","0","129,074",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2004","212","2,035,635","4","0.698"
"F","W","All","2001","2017","Assault Other Specified","22","2004","45","1,257,316","2","0.679"
"F","B","All","2001","2017","Assault Other Specified","22","2004","143","312,665","1","1"
"F","H","All","2001","2017","Assault Other Specified","22","2004","23","336,689","1","1"
"F","O","All","2001","2017","Assault Other Specified","22","2004","0","128,965",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2005","131","2,024,927","3","0.691"
"F","W","All","2001","2017","Assault Other Specified","22","2005","23","1,248,283","1","1"
"F","B","All","2001","2017","Assault Other Specified","22","2005","0","308,811",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2005","0","338,339",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2005","0","129,494",".","0"
"F","N","All","2001","2017","Assault Other Specified","22","2005","108",".","2","0.815"
"F","A","All","2001","2017","Assault Other Specified","22","2006","124","2,009,498","2","0.836"
"F","W","All","2001","2017","Assault Other Specified","22","2006","0","1,232,087",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2006","23","308,779","1","1"
"F","H","All","2001","2017","Assault Other Specified","22","2006","0","337,984",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2006","0","130,648",".","0"
"F","N","All","2001","2017","Assault Other Specified","22","2006","101",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","22","2007","64","2,060,669","3","0.535"
"F","W","All","2001","2017","Assault Other Specified","22","2007","0","1,260,955",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2007","43","318,153","2","0.681"
"F","H","All","2001","2017","Assault Other Specified","22","2007","0","348,842",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2007","0","132,719",".","0"
"F","N","All","2001","2017","Assault Other Specified","22","2007","21",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","22","2008","134","2,062,511","1","1"
"F","W","All","2001","2017","Assault Other Specified","22","2008","0","1,250,186",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2008","0","322,267",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2008","0","355,287",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2008","0","134,771",".","0"
"F","N","All","2001","2017","Assault Other Specified","22","2008","134",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","22","2009","0","2,060,876",".","0"
"F","W","All","2001","2017","Assault Other Specified","22","2009","0","1,234,147",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2009","0","326,581",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2009","0","364,431",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2009","0","135,717",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2010","0","2,086,845",".","0"
"F","W","All","2001","2017","Assault Other Specified","22","2010","0","1,237,369",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2010","0","334,767",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2010","0","374,556",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2010","0","140,153",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2011","0","2,161,203",".","0"
"F","W","All","2001","2017","Assault Other Specified","22","2011","0","1,262,313",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2011","0","361,332",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2011","0","385,647",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2011","0","151,911",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2012","88","2,264,771","1","1"
"F","W","All","2001","2017","Assault Other Specified","22","2012","0","1,308,471",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2012","0","386,356",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2012","88","412,530","1","1"
"F","O","All","2001","2017","Assault Other Specified","22","2012","0","157,414",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2013","0","2,278,306",".","0"
"F","W","All","2001","2017","Assault Other Specified","22","2013","0","1,301,107",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2013","0","392,693",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2013","0","424,967",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2013","0","159,539",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2014","22","2,239,980","1","1"
"F","W","All","2001","2017","Assault Other Specified","22","2014","0","1,259,870",".","0"
"F","B","All","2001","2017","Assault Other Specified","22","2014","22","387,271","1","1"
"F","H","All","2001","2017","Assault Other Specified","22","2014","0","435,767",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2014","0","157,072",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2015","85","2,191,197","1","1"
"F","W","All","2001","2017","Assault Other Specified","22","2015","85","1,220,412","1","1"
"F","B","All","2001","2017","Assault Other Specified","22","2015","0","379,577",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2015","0","434,842",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2015","0","156,366",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2016","167","2,178,059","2","0.632"
"F","W","All","2001","2017","Assault Other Specified","22","2016","167","1,204,643","2","0.632"
"F","B","All","2001","2017","Assault Other Specified","22","2016","0","373,959",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2016","0","440,111",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2016","0","159,346",".","0"
"F","A","All","2001","2017","Assault Other Specified","22","2017","26","2,150,615","1","1"
"F","W","All","2001","2017","Assault Other Specified","22","2017","26","1,186,592","1","1"
"F","B","All","2001","2017","Assault Other Specified","22","2017","0","360,332",".","0"
"F","H","All","2001","2017","Assault Other Specified","22","2017","0","441,713",".","0"
"F","O","All","2001","2017","Assault Other Specified","22","2017","0","161,978",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2001","170","1,860,062","3","0.734"
"F","W","All","2001","2017","Assault Other Specified","23","2001","0","1,159,661",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2001","145","283,404","2","0.845"
"F","H","All","2001","2017","Assault Other Specified","23","2001","0","302,170",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2001","0","114,827",".","0"
"F","N","All","2001","2017","Assault Other Specified","23","2001","25",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","23","2002","138","1,931,984","2","0.86"
"F","W","All","2001","2017","Assault Other Specified","23","2002","117","1,197,845","1","1"
"F","B","All","2001","2017","Assault Other Specified","23","2002","21","300,172","1","1"
"F","H","All","2001","2017","Assault Other Specified","23","2002","0","311,269",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2002","0","122,698",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2003","175","2,048,153","3","0.739"
"F","W","All","2001","2017","Assault Other Specified","23","2003","150","1,264,385","2","0.849"
"F","B","All","2001","2017","Assault Other Specified","23","2003","0","317,979",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2003","0","334,662",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2003","0","131,127",".","0"
"F","N","All","2001","2017","Assault Other Specified","23","2003","25",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","23","2004","294","2,069,230","5","0.585"
"F","W","All","2001","2017","Assault Other Specified","23","2004","0","1,276,711",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2004","167","317,346","2","0.871"
"F","H","All","2001","2017","Assault Other Specified","23","2004","0","339,978",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2004","0","135,195",".","0"
"F","N","All","2001","2017","Assault Other Specified","23","2004","127",".","3","0.731"
"F","A","All","2001","2017","Assault Other Specified","23","2005","116","2,046,870","1","1"
"F","W","All","2001","2017","Assault Other Specified","23","2005","116","1,251,013","1","1"
"F","B","All","2001","2017","Assault Other Specified","23","2005","0","312,974",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2005","0","347,719",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2005","0","135,164",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2006","85","2,036,060","1","1"
"F","W","All","2001","2017","Assault Other Specified","23","2006","0","1,241,503",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2006","85","309,269","1","1"
"F","H","All","2001","2017","Assault Other Specified","23","2006","0","349,623",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2006","0","135,665",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2007","187","2,018,612","4","0.681"
"F","W","All","2001","2017","Assault Other Specified","23","2007","0","1,224,304",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2007","21","309,050","1","1"
"F","H","All","2001","2017","Assault Other Specified","23","2007","0","348,916",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2007","0","136,342",".","0"
"F","N","All","2001","2017","Assault Other Specified","23","2007","165",".","3","0.761"
"F","A","All","2001","2017","Assault Other Specified","23","2008","0","2,068,397",".","0"
"F","W","All","2001","2017","Assault Other Specified","23","2008","0","1,252,090",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2008","0","318,269",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2008","0","359,863",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2008","0","138,175",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2009","0","2,068,493",".","0"
"F","W","All","2001","2017","Assault Other Specified","23","2009","0","1,240,443",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2009","0","322,374",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2009","0","365,878",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2009","0","139,798",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2010","0","2,057,772",".","0"
"F","W","All","2001","2017","Assault Other Specified","23","2010","0","1,222,220",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2010","0","323,471",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2010","0","372,219",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2010","0","139,862",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2011","0","2,114,160",".","0"
"F","W","All","2001","2017","Assault Other Specified","23","2011","0","1,242,891",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2011","0","339,472",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2011","0","381,763",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2011","0","150,034",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2012","24","2,176,561","1","1"
"F","W","All","2001","2017","Assault Other Specified","23","2012","0","1,263,673",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2012","24","362,764","1","1"
"F","H","All","2001","2017","Assault Other Specified","23","2012","0","389,926",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2012","0","160,198",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2013","46","2,280,393","2","1"
"F","W","All","2001","2017","Assault Other Specified","23","2013","0","1,309,961",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2013","0","387,877",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2013","0","416,528",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2013","0","166,027",".","0"
"F","N","All","2001","2017","Assault Other Specified","23","2013","46",".","2","1"
"F","A","All","2001","2017","Assault Other Specified","23","2014","132","2,295,227","1","1"
"F","W","All","2001","2017","Assault Other Specified","23","2014","132","1,302,887","1","1"
"F","B","All","2001","2017","Assault Other Specified","23","2014","0","394,286",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2014","0","428,972",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2014","0","169,082",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2015","169","2,257,954","2","0.632"
"F","W","All","2001","2017","Assault Other Specified","23","2015","169","1,261,714","2","0.632"
"F","B","All","2001","2017","Assault Other Specified","23","2015","0","389,027",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2015","0","440,196",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2015","0","167,017",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2016","0","2,209,746",".","0"
"F","W","All","2001","2017","Assault Other Specified","23","2016","0","1,222,336",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2016","0","381,394",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2016","0","439,423",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2016","0","166,593",".","0"
"F","A","All","2001","2017","Assault Other Specified","23","2017","121","2,196,524","1","1"
"F","W","All","2001","2017","Assault Other Specified","23","2017","0","1,206,560",".","0"
"F","B","All","2001","2017","Assault Other Specified","23","2017","0","375,707",".","0"
"F","H","All","2001","2017","Assault Other Specified","23","2017","0","444,741",".","0"
"F","O","All","2001","2017","Assault Other Specified","23","2017","0","169,516",".","0"
"F","N","All","2001","2017","Assault Other Specified","23","2017","121",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","24","2001","356","1,840,310","3","0.668"
"F","W","All","2001","2017","Assault Other Specified","24","2001","0","1,134,988",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2001","238","279,529","2","1"
"F","H","All","2001","2017","Assault Other Specified","24","2001","0","307,555",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2001","0","118,238",".","0"
"F","N","All","2001","2017","Assault Other Specified","24","2001","119",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","24","2002","115","1,876,825","1","1"
"F","W","All","2001","2017","Assault Other Specified","24","2002","0","1,157,582",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2002","0","283,583",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2002","0","312,899",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2002","115","122,761","1","1"
"F","A","All","2001","2017","Assault Other Specified","24","2003","25","1,945,812","1","1"
"F","W","All","2001","2017","Assault Other Specified","24","2003","0","1,194,730",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2003","0","299,463",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2003","0","321,489",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2003","0","130,130",".","0"
"F","N","All","2001","2017","Assault Other Specified","24","2003","25",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","24","2004","67","2,062,699","3","0.529"
"F","W","All","2001","2017","Assault Other Specified","24","2004","22","1,261,687","1","1"
"F","B","All","2001","2017","Assault Other Specified","24","2004","0","317,685",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2004","22","344,997","1","1"
"F","O","All","2001","2017","Assault Other Specified","24","2004","23","138,330","1","1"
"F","A","All","2001","2017","Assault Other Specified","24","2005","368","2,084,320","4","0.547"
"F","W","All","2001","2017","Assault Other Specified","24","2005","139","1,273,720","2","0.851"
"F","B","All","2001","2017","Assault Other Specified","24","2005","0","316,728",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2005","0","351,108",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2005","0","142,764",".","0"
"F","N","All","2001","2017","Assault Other Specified","24","2005","229",".","2","0.711"
"F","A","All","2001","2017","Assault Other Specified","24","2006","129","2,062,716","3","0.697"
"F","W","All","2001","2017","Assault Other Specified","24","2006","85","1,248,181","1","1"
"F","B","All","2001","2017","Assault Other Specified","24","2006","0","312,231",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2006","0","359,461",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2006","0","142,843",".","0"
"F","N","All","2001","2017","Assault Other Specified","24","2006","44",".","2","0.68"
"F","A","All","2001","2017","Assault Other Specified","24","2007","246","2,051,073","4","0.603"
"F","W","All","2001","2017","Assault Other Specified","24","2007","225","1,238,540","3","0.655"
"F","B","All","2001","2017","Assault Other Specified","24","2007","21","308,277","1","1"
"F","H","All","2001","2017","Assault Other Specified","24","2007","0","361,273",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2007","0","142,983",".","0"
"F","A","All","2001","2017","Assault Other Specified","24","2008","146","2,033,308","2","0.866"
"F","W","All","2001","2017","Assault Other Specified","24","2008","146","1,221,293","2","0.866"
"F","B","All","2001","2017","Assault Other Specified","24","2008","0","307,747",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2008","0","360,782",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2008","0","143,486",".","0"
"F","A","All","2001","2017","Assault Other Specified","24","2009","22","2,082,066","1","1"
"F","W","All","2001","2017","Assault Other Specified","24","2009","22","1,248,724","1","1"
"F","B","All","2001","2017","Assault Other Specified","24","2009","0","316,725",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2009","0","371,679",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2009","0","144,938",".","0"
"F","A","All","2001","2017","Assault Other Specified","24","2010","0","2,085,300",".","0"
"F","W","All","2001","2017","Assault Other Specified","24","2010","0","1,241,887",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2010","0","321,011",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2010","0","376,381",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2010","0","146,021",".","0"
"F","A","All","2001","2017","Assault Other Specified","24","2011","0","2,082,010",".","0"
"F","W","All","2001","2017","Assault Other Specified","24","2011","0","1,226,292",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2011","0","327,428",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2011","0","378,477",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2011","0","149,813",".","0"
"F","A","All","2001","2017","Assault Other Specified","24","2012","0","2,130,201",".","0"
"F","W","All","2001","2017","Assault Other Specified","24","2012","0","1,244,844",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2012","0","341,021",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2012","0","385,867",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2012","0","158,469",".","0"
"F","A","All","2001","2017","Assault Other Specified","24","2013","0","2,192,392",".","0"
"F","W","All","2001","2017","Assault Other Specified","24","2013","0","1,265,597",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2013","0","364,321",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2013","0","393,938",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2013","0","168,536",".","0"
"F","A","All","2001","2017","Assault Other Specified","24","2014","0","2,297,837",".","0"
"F","W","All","2001","2017","Assault Other Specified","24","2014","0","1,312,402",".","0"
"F","B","All","2001","2017","Assault Other Specified","24","2014","0","389,592",".","0"
"F","H","All","2001","2017","Assault Other Specified","24","2014","0","420,504",".","0"
"F","O","All","2001","2017","Assault Other Specified","24","2014","0","175,339",".","0"
