"Sex","Race/Ethnicity","Age Group","First Year","Last Year","Cause of Injury","Age in Years","Year","Injuries","Population","records","cv"
"F","A","All","2001","2017","Assault Other Specified","16","2016","6","2,086,592","1","1"
"F","W","All","2001","2017","Assault Other Specified","16","2016","0","1,145,189",".","0"
"F","B","All","2001","2017","Assault Other Specified","16","2016","6","349,044","1","1"
"F","H","All","2001","2017","Assault Other Specified","16","2016","0","453,753",".","0"
"F","O","All","2001","2017","Assault Other Specified","16","2016","0","138,606",".","0"
"F","A","All","2001","2017","Assault Other Specified","16","2017","115","2,066,782","2","0.947"
"F","W","All","2001","2017","Assault Other Specified","16","2017","115","1,124,269","2","0.947"
"F","B","All","2001","2017","Assault Other Specified","16","2017","0","341,856",".","0"
"F","H","All","2001","2017","Assault Other Specified","16","2017","0","458,522",".","0"
"F","O","All","2001","2017","Assault Other Specified","16","2017","0","142,135",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2001","137","1,947,338","2","0.837"
"F","W","All","2001","2017","Assault Other Specified","17","2001","0","1,249,847",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2001","25","305,017","1","1"
"F","H","All","2001","2017","Assault Other Specified","17","2001","0","286,935",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2001","112","105,539","1","1"
"F","A","All","2001","2017","Assault Other Specified","17","2002","55","2,007,233","3","0.59"
"F","W","All","2001","2017","Assault Other Specified","17","2002","0","1,283,401",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2002","0","315,976",".","0"
"F","H","All","2001","2017","Assault Other Specified","17","2002","9","300,508","1","1"
"F","O","All","2001","2017","Assault Other Specified","17","2002","0","107,348",".","0"
"F","N","All","2001","2017","Assault Other Specified","17","2002","45",".","2","0.68"
"F","A","All","2001","2017","Assault Other Specified","17","2003","228","2,015,547","2","0.71"
"F","W","All","2001","2017","Assault Other Specified","17","2003","0","1,275,892",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2003","0","321,556",".","0"
"F","H","All","2001","2017","Assault Other Specified","17","2003","0","309,296",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2003","125","108,803","1","1"
"F","N","All","2001","2017","Assault Other Specified","17","2003","103",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","17","2004","0","2,021,150",".","0"
"F","W","All","2001","2017","Assault Other Specified","17","2004","0","1,263,726",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2004","0","327,915",".","0"
"F","H","All","2001","2017","Assault Other Specified","17","2004","0","320,212",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2004","0","109,297",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2005","237","2,055,847","3","0.67"
"F","W","All","2001","2017","Assault Other Specified","17","2005","121","1,267,592","2","0.931"
"F","B","All","2001","2017","Assault Other Specified","17","2005","0","339,334",".","0"
"F","H","All","2001","2017","Assault Other Specified","17","2005","0","334,914",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2005","116","114,007","1","1"
"F","A","All","2001","2017","Assault Other Specified","17","2006","10","2,100,214","1","1"
"F","W","All","2001","2017","Assault Other Specified","17","2006","0","1,279,545",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2006","10","354,206","1","1"
"F","H","All","2001","2017","Assault Other Specified","17","2006","0","348,421",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2006","0","118,042",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2007","454","2,191,076","6","0.628"
"F","W","All","2001","2017","Assault Other Specified","17","2007","102","1,311,910","1","1"
"F","B","All","2001","2017","Assault Other Specified","17","2007","85","377,856","3","0.816"
"F","H","All","2001","2017","Assault Other Specified","17","2007","0","379,569",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2007","0","121,741",".","0"
"F","N","All","2001","2017","Assault Other Specified","17","2007","267",".","2","1"
"F","A","All","2001","2017","Assault Other Specified","17","2008","133","2,167,548","2","0.938"
"F","W","All","2001","2017","Assault Other Specified","17","2008","133","1,279,862","2","0.938"
"F","B","All","2001","2017","Assault Other Specified","17","2008","0","374,028",".","0"
"F","H","All","2001","2017","Assault Other Specified","17","2008","0","391,187",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2008","0","122,471",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2009","97","2,147,758","2","0.922"
"F","W","All","2001","2017","Assault Other Specified","17","2009","89","1,246,904","1","1"
"F","B","All","2001","2017","Assault Other Specified","17","2009","0","372,338",".","0"
"F","H","All","2001","2017","Assault Other Specified","17","2009","8","404,436","1","1"
"F","O","All","2001","2017","Assault Other Specified","17","2009","0","124,080",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2010","0","2,132,142",".","0"
"F","W","All","2001","2017","Assault Other Specified","17","2010","0","1,221,833",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2010","0","371,953",".","0"
"F","H","All","2001","2017","Assault Other Specified","17","2010","0","412,853",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2010","0","125,503",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2011","214","2,108,246","4","0.848"
"F","W","All","2001","2017","Assault Other Specified","17","2011","0","1,198,456",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2011","24","364,862","1","1"
"F","H","All","2001","2017","Assault Other Specified","17","2011","190","417,939","3","0.948"
"F","O","All","2001","2017","Assault Other Specified","17","2011","0","126,989",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2012","33","2,078,312","2","0.777"
"F","W","All","2001","2017","Assault Other Specified","17","2012","0","1,180,046",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2012","33","350,746","2","0.777"
"F","H","All","2001","2017","Assault Other Specified","17","2012","0","419,245",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2012","0","128,275",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2013","0","2,046,947",".","0"
"F","W","All","2001","2017","Assault Other Specified","17","2013","0","1,159,707",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2013","0","337,267",".","0"
"F","H","All","2001","2017","Assault Other Specified","17","2013","0","419,250",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2013","0","130,723",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2014","0","2,045,965",".","0"
"F","W","All","2001","2017","Assault Other Specified","17","2014","0","1,150,498",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2014","0","338,621",".","0"
"F","H","All","2001","2017","Assault Other Specified","17","2014","0","424,125",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2014","0","132,721",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2015","8","2,048,499","1","1"
"F","W","All","2001","2017","Assault Other Specified","17","2015","0","1,141,844",".","0"
"F","B","All","2001","2017","Assault Other Specified","17","2015","8","340,800","1","1"
"F","H","All","2001","2017","Assault Other Specified","17","2015","0","431,257",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2015","0","134,598",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2016","24","2,057,217","4","0.729"
"F","W","All","2001","2017","Assault Other Specified","17","2016","12","1,139,239","2","1"
"F","B","All","2001","2017","Assault Other Specified","17","2016","12","341,216","2","0.612"
"F","H","All","2001","2017","Assault Other Specified","17","2016","0","441,265",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2016","0","135,497",".","0"
"F","A","All","2001","2017","Assault Other Specified","17","2017","30","2,098,704","2","0.818"
"F","W","All","2001","2017","Assault Other Specified","17","2017","6","1,146,450","1","1"
"F","B","All","2001","2017","Assault Other Specified","17","2017","24","351,214","1","1"
"F","H","All","2001","2017","Assault Other Specified","17","2017","0","457,996",".","0"
"F","O","All","2001","2017","Assault Other Specified","17","2017","0","143,044",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2001","25","1,977,996","1","1"
"F","W","All","2001","2017","Assault Other Specified","18","2001","0","1,264,462",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2001","25","307,365","1","1"
"F","H","All","2001","2017","Assault Other Specified","18","2001","0","297,162",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2001","0","109,007",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2002","175","1,971,434","5","0.622"
"F","W","All","2001","2017","Assault Other Specified","18","2002","23","1,252,459","1","1"
"F","B","All","2001","2017","Assault Other Specified","18","2002","44","309,169","2","1"
"F","H","All","2001","2017","Assault Other Specified","18","2002","108","299,451","2","0.806"
"F","O","All","2001","2017","Assault Other Specified","18","2002","0","110,355",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2003","128","2,032,257","2","0.828"
"F","W","All","2001","2017","Assault Other Specified","18","2003","128","1,286,714","2","0.828"
"F","B","All","2001","2017","Assault Other Specified","18","2003","0","320,661",".","0"
"F","H","All","2001","2017","Assault Other Specified","18","2003","0","312,391",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2003","0","112,491",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2004","23","2,041,748","1","1"
"F","W","All","2001","2017","Assault Other Specified","18","2004","23","1,279,993","1","1"
"F","B","All","2001","2017","Assault Other Specified","18","2004","0","326,801",".","0"
"F","H","All","2001","2017","Assault Other Specified","18","2004","0","320,554",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2004","0","114,400",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2005","125","2,050,714","2","0.836"
"F","W","All","2001","2017","Assault Other Specified","18","2005","0","1,268,835",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2005","23","333,972","1","1"
"F","H","All","2001","2017","Assault Other Specified","18","2005","0","332,327",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2005","0","115,580",".","0"
"F","N","All","2001","2017","Assault Other Specified","18","2005","102",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","18","2006","169","2,088,493","2","1"
"F","W","All","2001","2017","Assault Other Specified","18","2006","0","1,273,711",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2006","0","346,182",".","0"
"F","H","All","2001","2017","Assault Other Specified","18","2006","0","347,592",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2006","0","121,008",".","0"
"F","N","All","2001","2017","Assault Other Specified","18","2006","169",".","2","1"
"F","A","All","2001","2017","Assault Other Specified","18","2007","0","2,135,140",".","0"
"F","W","All","2001","2017","Assault Other Specified","18","2007","0","1,286,741",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2007","0","361,807",".","0"
"F","H","All","2001","2017","Assault Other Specified","18","2007","0","360,903",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2007","0","125,689",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2008","0","2,230,353",".","0"
"F","W","All","2001","2017","Assault Other Specified","18","2008","0","1,320,786",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2008","0","386,411",".","0"
"F","H","All","2001","2017","Assault Other Specified","18","2008","0","393,144",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2008","0","130,012",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2009","22","2,208,513","1","1"
"F","W","All","2001","2017","Assault Other Specified","18","2009","0","1,289,152",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2009","22","383,182","1","1"
"F","H","All","2001","2017","Assault Other Specified","18","2009","0","404,881",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2009","0","131,298",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2010","118","2,195,382","1","1"
"F","W","All","2001","2017","Assault Other Specified","18","2010","118","1,265,869","1","1"
"F","B","All","2001","2017","Assault Other Specified","18","2010","0","381,892",".","0"
"F","H","All","2001","2017","Assault Other Specified","18","2010","0","414,805",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2010","0","132,816",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2011","0","2,135,535",".","0"
"F","W","All","2001","2017","Assault Other Specified","18","2011","0","1,215,742",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2011","0","372,645",".","0"
"F","H","All","2001","2017","Assault Other Specified","18","2011","0","417,116",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2011","0","130,032",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2012","22","2,120,050","1","1"
"F","W","All","2001","2017","Assault Other Specified","18","2012","0","1,199,519",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2012","22","366,573","1","1"
"F","H","All","2001","2017","Assault Other Specified","18","2012","0","422,117",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2012","0","131,841",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2013","122","2,090,195","3","0.768"
"F","W","All","2001","2017","Assault Other Specified","18","2013","0","1,181,076",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2013","23","352,504","1","1"
"F","H","All","2001","2017","Assault Other Specified","18","2013","91","423,113","1","1"
"F","O","All","2001","2017","Assault Other Specified","18","2013","9","133,502","1","1"
"F","A","All","2001","2017","Assault Other Specified","18","2014","22","2,059,981","1","1"
"F","W","All","2001","2017","Assault Other Specified","18","2014","22","1,161,028","1","1"
"F","B","All","2001","2017","Assault Other Specified","18","2014","0","339,138",".","0"
"F","H","All","2001","2017","Assault Other Specified","18","2014","0","423,264",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2014","0","136,551",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2015","274","2,059,886","2","0.757"
"F","W","All","2001","2017","Assault Other Specified","18","2015","189","1,151,990","1","1"
"F","B","All","2001","2017","Assault Other Specified","18","2015","85","340,689","1","1"
"F","H","All","2001","2017","Assault Other Specified","18","2015","0","428,452",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2015","0","138,755",".","0"
"F","A","All","2001","2017","Assault Other Specified","18","2016","188","2,063,045","2","0.887"
"F","W","All","2001","2017","Assault Other Specified","18","2016","0","1,143,367",".","0"
"F","B","All","2001","2017","Assault Other Specified","18","2016","0","342,926",".","0"
"F","H","All","2001","2017","Assault Other Specified","18","2016","0","435,828",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2016","0","140,924",".","0"
"F","N","All","2001","2017","Assault Other Specified","18","2016","188",".","2","0.887"
"F","A","All","2001","2017","Assault Other Specified","18","2017","115","2,071,758","2","0.947"
"F","W","All","2001","2017","Assault Other Specified","18","2017","109","1,140,798","1","1"
"F","B","All","2001","2017","Assault Other Specified","18","2017","6","343,303","1","1"
"F","H","All","2001","2017","Assault Other Specified","18","2017","0","445,846",".","0"
"F","O","All","2001","2017","Assault Other Specified","18","2017","0","141,811",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2001","25","2,003,276","1","1"
"F","W","All","2001","2017","Assault Other Specified","19","2001","0","1,271,647",".","0"
"F","B","All","2001","2017","Assault Other Specified","19","2001","0","312,702",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2001","25","305,434","1","1"
"F","O","All","2001","2017","Assault Other Specified","19","2001","0","113,493",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2002","162","2,002,631","3","0.736"
"F","W","All","2001","2017","Assault Other Specified","19","2002","115","1,266,952","1","1"
"F","B","All","2001","2017","Assault Other Specified","19","2002","23","310,861","1","1"
"F","H","All","2001","2017","Assault Other Specified","19","2002","24","309,652","1","1"
"F","O","All","2001","2017","Assault Other Specified","19","2002","0","115,166",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2003","192","1,993,831","4","0.671"
"F","W","All","2001","2017","Assault Other Specified","19","2003","25","1,254,702","1","1"
"F","B","All","2001","2017","Assault Other Specified","19","2003","25","312,171","1","1"
"F","H","All","2001","2017","Assault Other Specified","19","2003","0","310,329",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2003","117","116,629","1","1"
"F","N","All","2001","2017","Assault Other Specified","19","2003","25",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","19","2004","246","2,054,587","3","0.675"
"F","W","All","2001","2017","Assault Other Specified","19","2004","143","1,289,488","1","1"
"F","B","All","2001","2017","Assault Other Specified","19","2004","0","323,906",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2004","0","322,132",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2004","22","119,061","1","1"
"F","N","All","2001","2017","Assault Other Specified","19","2004","80",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","19","2005","0","2,065,513",".","0"
"F","W","All","2001","2017","Assault Other Specified","19","2005","0","1,283,424",".","0"
"F","B","All","2001","2017","Assault Other Specified","19","2005","0","330,323",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2005","0","330,174",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2005","0","121,592",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2006","232","2,074,677","4","0.527"
"F","W","All","2001","2017","Assault Other Specified","19","2006","101","1,272,482","1","1"
"F","B","All","2001","2017","Assault Other Specified","19","2006","23","337,262","1","1"
"F","H","All","2001","2017","Assault Other Specified","19","2006","0","341,607",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2006","0","123,326",".","0"
"F","N","All","2001","2017","Assault Other Specified","19","2006","107",".","2","0.815"
"F","A","All","2001","2017","Assault Other Specified","19","2007","155","2,111,693","2","0.873"
"F","W","All","2001","2017","Assault Other Specified","19","2007","155","1,277,347","2","0.873"
"F","B","All","2001","2017","Assault Other Specified","19","2007","0","349,296",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2007","0","355,801",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2007","0","129,249",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2008","230","2,158,201","3","0.659"
"F","W","All","2001","2017","Assault Other Specified","19","2008","85","1,290,788","1","1"
"F","B","All","2001","2017","Assault Other Specified","19","2008","21","364,733","1","1"
"F","H","All","2001","2017","Assault Other Specified","19","2008","0","368,239",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2008","0","134,441",".","0"
"F","N","All","2001","2017","Assault Other Specified","19","2008","124",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","19","2009","22","2,252,054","1","1"
"F","W","All","2001","2017","Assault Other Specified","19","2009","22","1,324,765","1","1"
"F","B","All","2001","2017","Assault Other Specified","19","2009","0","389,111",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2009","0","399,029",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2009","0","139,149",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2010","0","2,243,250",".","0"
"F","W","All","2001","2017","Assault Other Specified","19","2010","0","1,306,123",".","0"
"F","B","All","2001","2017","Assault Other Specified","19","2010","0","387,470",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2010","0","409,086",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2010","0","140,571",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2011","0","2,198,164",".","0"
"F","W","All","2001","2017","Assault Other Specified","19","2011","0","1,256,316",".","0"
"F","B","All","2001","2017","Assault Other Specified","19","2011","0","382,043",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2011","0","422,843",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2011","0","136,962",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2012","9","2,147,998","1","1"
"F","W","All","2001","2017","Assault Other Specified","19","2012","0","1,216,782",".","0"
"F","B","All","2001","2017","Assault Other Specified","19","2012","0","374,350",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2012","0","421,527",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2012","0","135,339",".","0"
"F","N","All","2001","2017","Assault Other Specified","19","2012","9",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","19","2013","146","2,132,467","2","0.858"
"F","W","All","2001","2017","Assault Other Specified","19","2013","124","1,200,454","1","1"
"F","B","All","2001","2017","Assault Other Specified","19","2013","23","368,261","1","1"
"F","H","All","2001","2017","Assault Other Specified","19","2013","0","426,216",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2013","0","137,536",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2014","22","2,103,727","1","1"
"F","W","All","2001","2017","Assault Other Specified","19","2014","0","1,182,402",".","0"
"F","B","All","2001","2017","Assault Other Specified","19","2014","0","354,368",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2014","0","427,277",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2014","0","139,680",".","0"
"F","N","All","2001","2017","Assault Other Specified","19","2014","22",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","19","2015","154","2,074,337","2","0.872"
"F","W","All","2001","2017","Assault Other Specified","19","2015","132","1,162,388","1","1"
"F","B","All","2001","2017","Assault Other Specified","19","2015","0","341,095",".","0"
"F","H","All","2001","2017","Assault Other Specified","19","2015","21","427,743","1","1"
"F","O","All","2001","2017","Assault Other Specified","19","2015","0","143,111",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2016","217","2,074,805","4","0.513"
"F","W","All","2001","2017","Assault Other Specified","19","2016","0","1,153,347",".","0"
"F","B","All","2001","2017","Assault Other Specified","19","2016","49","342,787","2","0.68"
"F","H","All","2001","2017","Assault Other Specified","19","2016","167","433,157","2","0.632"
"F","O","All","2001","2017","Assault Other Specified","19","2016","0","145,514",".","0"
"F","A","All","2001","2017","Assault Other Specified","19","2017","24","2,078,174","1","1"
"F","W","All","2001","2017","Assault Other Specified","19","2017","0","1,144,817",".","0"
"F","B","All","2001","2017","Assault Other Specified","19","2017","24","345,042","1","1"
"F","H","All","2001","2017","Assault Other Specified","19","2017","0","440,636",".","0"
"F","O","All","2001","2017","Assault Other Specified","19","2017","0","147,679",".","0"
"F","A","All","2001","2017","Assault Other Specified","20","2001","25","2,034,401","1","1"
"F","W","All","2001","2017","Assault Other Specified","20","2001","0","1,291,185",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2001","0","317,099",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2001","0","308,403",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2001","0","117,714",".","0"
"F","N","All","2001","2017","Assault Other Specified","20","2001","25",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","20","2002","157","2,018,607","3","0.753"
"F","W","All","2001","2017","Assault Other Specified","20","2002","0","1,268,205",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2002","21","314,027","1","1"
"F","H","All","2001","2017","Assault Other Specified","20","2002","0","317,336",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2002","115","119,039","1","1"
"F","N","All","2001","2017","Assault Other Specified","20","2002","21",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","20","2003","353","2,010,652","4","0.547"
"F","W","All","2001","2017","Assault Other Specified","20","2003","228","1,260,351","3","0.646"
"F","B","All","2001","2017","Assault Other Specified","20","2003","0","310,514",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2003","125","319,593","1","1"
"F","O","All","2001","2017","Assault Other Specified","20","2003","0","120,194",".","0"
"F","A","All","2001","2017","Assault Other Specified","20","2004","256","1,998,909","5","0.579"
"F","W","All","2001","2017","Assault Other Specified","20","2004","224","1,246,616","3","0.654"
"F","B","All","2001","2017","Assault Other Specified","20","2004","0","311,737",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2004","0","319,096",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2004","0","121,460",".","0"
"F","N","All","2001","2017","Assault Other Specified","20","2004","32",".","2","0.754"
"F","A","All","2001","2017","Assault Other Specified","20","2005","194","2,055,521","5","0.591"
"F","W","All","2001","2017","Assault Other Specified","20","2005","148","1,278,441","3","0.721"
"F","B","All","2001","2017","Assault Other Specified","20","2005","46","322,375","2","1"
"F","H","All","2001","2017","Assault Other Specified","20","2005","0","330,694",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2005","0","124,011",".","0"
"F","A","All","2001","2017","Assault Other Specified","20","2006","0","2,063,126",".","0"
"F","W","All","2001","2017","Assault Other Specified","20","2006","0","1,270,200",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2006","0","327,964",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2006","0","338,299",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2006","0","126,663",".","0"
"F","A","All","2001","2017","Assault Other Specified","20","2007","21","2,067,209","1","1"
"F","W","All","2001","2017","Assault Other Specified","20","2007","0","1,256,496",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2007","0","333,725",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2007","0","348,664",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2007","0","128,324",".","0"
"F","N","All","2001","2017","Assault Other Specified","20","2007","21",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","20","2008","134","2,099,954","1","1"
"F","W","All","2001","2017","Assault Other Specified","20","2008","134","1,258,967","1","1"
"F","B","All","2001","2017","Assault Other Specified","20","2008","0","344,558",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2008","0","362,086",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2008","0","134,343",".","0"
"F","A","All","2001","2017","Assault Other Specified","20","2009","45","2,141,586","2","0.681"
"F","W","All","2001","2017","Assault Other Specified","20","2009","22","1,269,695","1","1"
"F","B","All","2001","2017","Assault Other Specified","20","2009","22","358,874","1","1"
"F","H","All","2001","2017","Assault Other Specified","20","2009","0","373,515",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2009","0","139,502",".","0"
"F","A","All","2001","2017","Assault Other Specified","20","2010","0","2,210,810",".","0"
"F","W","All","2001","2017","Assault Other Specified","20","2010","0","1,293,701",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2010","0","377,897",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2010","0","396,381",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2010","0","142,831",".","0"
"F","A","All","2001","2017","Assault Other Specified","20","2011","163","2,249,667","4","0.601"
"F","W","All","2001","2017","Assault Other Specified","20","2011","114","1,298,592","2","0.815"
"F","B","All","2001","2017","Assault Other Specified","20","2011","24","389,146","1","1"
"F","H","All","2001","2017","Assault Other Specified","20","2011","0","416,261",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2011","0","145,668",".","0"
"F","N","All","2001","2017","Assault Other Specified","20","2011","24",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","20","2012","88","2,210,935","1","1"
"F","W","All","2001","2017","Assault Other Specified","20","2012","0","1,257,404",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2012","0","383,871",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2012","0","427,239",".","0"
"F","O","All","2001","2017","Assault Other Specified","20","2012","0","142,421",".","0"
"F","N","All","2001","2017","Assault Other Specified","20","2012","88",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","20","2013","184","2,160,162","5","0.542"
"F","W","All","2001","2017","Assault Other Specified","20","2013","91","1,217,604","1","1"
"F","B","All","2001","2017","Assault Other Specified","20","2013","47","375,958","2","0.682"
"F","H","All","2001","2017","Assault Other Specified","20","2013","23","425,732","1","1"
"F","O","All","2001","2017","Assault Other Specified","20","2013","0","140,868",".","0"
"F","N","All","2001","2017","Assault Other Specified","20","2013","23",".","1","1"
"F","A","All","2001","2017","Assault Other Specified","20","2014","89","2,145,420","1","1"
"F","W","All","2001","2017","Assault Other Specified","20","2014","0","1,201,639",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2014","0","370,021",".","0"
"F","H","All","2001","2017","Assault Other Specified","20","2014","89","430,386","1","1"
"F","O","All","2001","2017","Assault Other Specified","20","2014","0","143,374",".","0"
"F","A","All","2001","2017","Assault Other Specified","20","2015","0","2,117,635",".","0"
"F","W","All","2001","2017","Assault Other Specified","20","2015","0","1,183,715",".","0"
"F","B","All","2001","2017","Assault Other Specified","20","2015","0","356,316",".","0"
